index,Achnanthes;spp.,Actinoptychus;spp.,Ameba;spp.,Amphidinium;spp.,Asterionella;glacialis,Asterionella;spp.,Asteromphalus;spp.,Atecados;XXX,Centrica;XXX,Cerataulina;pelagica,Cerataulina;spp.,Ceratium;fusus,Ceratium;spp.,Chaetoceros;convolutus,Chaetoceros;criophilus,Chaetoceros;curvisetus,Chaetoceros;debilis,Chaetoceros;decipiens,Chaetoceros;didymus,Chaetoceros;radicans,Chaetoceros;spp.,Ciliados;spp.,Cistos;XXX,Climacodium;spp.,Cloroficea;coccoide,Cocconeis;spp.,Cochlodinium;spp.,Corethron;hystrix,Corethron;spp.,Coscinodiscus;spp.,Criptoficeas;XXX,Cylindrotheca;closterium,Dactyliosolen;spp.,Detonula;pumila,Detonula;spp.,Dictyocha;speculum,Dinophysis;acuminata,Dinophysis;rotundatum,Dinophysis;spp.,Diploneis;spp.,Diplopsalis;grupo,Diplopsalis;spp.,Ditylum;brightwellii,Ebria;XXX,Eucampia;spp.,Eucampia;zodiacus,Euglenophyta;XXX,Fitoflagelado;XXX,Flagelado;XXX,Gonyaulax;spp.,Grammatophora;marina,Grammatophora;spp.,Guinardia;delicatula,Guinardia;spp.,Gymnodinium;spp.,Gyrodinium;spp.,Gyrosigma;spp.,Heterocapsa;spp.,Katodinium;spp.,Lauderia;spp.,Lepidodinium;aff;chlorophorum,Leptocylindrus;danicus,Leptocylindrus;minimus,Lichmophora;abbreviata,Lichmophora;spp.,Melosira;spp.,Melosira;varians,Mesodinium;rubrum,Nanoplancton;spp.,Nauplio;spp.,Navicula;spp.,Nitzschia;longissima,Nitzschia;spp.,Odontella;aurita,Oxitoxum;spp.,Pennadas;XXX,Phaeocystis(colonias);spp.,Pleurosigma;spp.,Primneceoficeas;XXX,Prorocentrum;spp.,Protoperidinium;pellucidum,Protoperidinium;spp.,Protozoos;spp.,Pseudo-Nitzschia;australis,Pseudo-Nitzschia;delicatissima,Pseudo-Nitzschia;spp.,Pseudochattonella;cf.verruculosa(>10um),Pyrocystis;spp.,Rhabdonema;spp.,Rhizosolenia;aff.setigera,Rhizosolenia;delicatula,Rhizosolenia;spp.,Rhizosolenia;stolterforthii,Scrippsiella;spp.,Skeletonema;costatum,Skeletonema;spp.,Stephanopyxis;spp.,Stephanopyxis;turris,Tecados;XXX,Thalassionema;nitzschioides,Thalassiosira;decipiens,Thalassiosira;minima,Thalassiosira;rotula,Thalassiosira;spp.,Thalassiotrix;frauenfeldii,Thalassiotrix;spp.,Tintinidos;spp.,Torodinium;spp.
1993/11/07,1.04077081,-0.083977948,-0.059765397,0.056457554,-0.00761582,-0.012028357,0.584077261,-0.080599764,-0.116496188,0.039513625,0.056966606,-0.010715993,-0.142862423,-0.047348338,0.36912192,0.085890412,0.080808593,0.026778549,-0.036734033,-0.039694826,0.335088297,-0.172243379,1.00833984,0.082095289,-0.06190118,0.099931076,0.456521766,-0.107313595,-0.035398587,0.059395204,-0.16883722,-0.113036654,-2.20E-04,-0.064952046,0.697365648,-0.074997605,-0.016492147,-0.083003308,0.017045244,1.072471401,0.054253505,0.309262621,-0.180764284,0.609723289,0.310426853,0.432254264,0.129860038,-0.099085689,-0.050186409,-0.058334401,-0.109548781,-0.089967677,0.276373292,-0.068613632,-0.067732139,-0.025467709,-0.106922282,-0.039402257,-0.035474745,0.030222326,-0.122166358,-0.121327588,-0.051831956,0.45594326,-0.041562369,-0.081971988,-0.073628324,-0.068861268,0.032121923,0.874224162,-0.119188448,-0.066623201,-0.13631046,-0.003568392,0.170760612,-0.197804852,-0.068761161,-0.153741854,0.439447871,-0.086066127,0.143287417,0.563557053,-0.101912448,0.522435287,0.47972152,-0.058786057,-0.052383496,-0.180972417,0.456290877,0.234195852,0.33486509,-0.070457081,-0.129401116,-0.061921689,1.233710686,0.229835149,-0.087976941,-0.047484427,-0.1123233,-0.180673202,-0.071997499,0.055493809,0.13723875,-0.076378993,-0.105943923,0.240732331,0.364596362,-0.073520746
1993/11/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,0.981783372,0.800809785,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,0.028708306,0.110353225,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.190159297,3.724285317,-0.176966408,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,12.50659202,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,0.001096887,1.195415829,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,0.630253585,-0.225210697,-0.130138537,-0.160467164,-0.187366069,-0.246123384,-0.207041967,-0.270922108,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,1.38272552,0.662494192,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.058464123,-0.129401116,-0.230512847,-0.353452103,-0.161492635,-0.188668509,-0.047999271,2.577652067,-0.138309308,-0.120921906,-0.100681083,-0.144248806,-0.306017637,-0.151956182,-0.121293958,8.38934025,-0.171091077
1993/12/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.121240801,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,-0.132459945,0.024226022,-0.288250359,-0.176611253,0.708587106,-0.166203762,0.033148755,-0.183536782,-0.015246871,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,-0.0028995,-0.225210697,-0.130138537,-0.160467164,-0.181709721,-0.246123384,-0.207041967,-0.262323046,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.353452103,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.272869039,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1993/12/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,2.464221975,-0.256836475,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.143344994,-0.219035474,-0.074941644,-0.132459945,0.338590311,-0.288250359,-0.176611253,4.289692811,-0.166203762,-0.190159297,-0.183536782,22.71443409,-0.088622261,-0.168077708,-0.139696072,-0.024712895,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,19.51680031,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.128857769,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,0.176336959,-0.225210697,-0.130138537,-0.160467164,0.237142825,-0.246123384,-0.207041967,0.253190711,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,0.280290872,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,1.83384072,-0.091125796,-0.129401116,-0.230512847,-0.053482649,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,0.630375029,-0.151956182,-0.121293958,9.791330036,-0.171091077
1994/01/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.22971734,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,0.285859868,-0.132459945,-0.06190118,9.028104079,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.176966408,-0.088622261,-0.07127135,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,3.988048317,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,0.046528808,-0.225210697,-0.130138537,-0.160467164,-0.209991459,-0.246123384,-0.207041967,-0.202129613,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.355505897,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.288338385,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/01/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,0.529618437,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,0.075042504,-0.074941644,-0.132459945,-0.06190118,9.028104079,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.176966408,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,1.176028769,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,0.614759992,-0.085306426,-0.072286843,0.081834742,-0.225210697,-0.130138537,-0.160467164,-0.209991459,-0.246123384,-0.207041967,-0.270922108,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.354479,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.303807731,-0.151956182,-0.121293958,1.91861816,-0.171091077
1994/02/07,-0.049687397,-0.079563077,-0.057471231,-0.175859108,-0.112516165,-0.02290231,-0.047046043,0.635768701,0.461568692,-0.022696457,-0.04846372,0.062663393,0.539862498,-0.156720332,-0.172247408,-0.090388141,-0.107191453,-0.119719108,-0.062358739,-0.08624063,0.147123099,-0.063614552,0.007321847,0.450607078,0.024226022,-0.115135905,-0.176611253,-0.189253855,-0.125987264,0.026356275,-0.178817191,0.038818589,-0.084032042,0.055244171,0.078154801,0.002469688,0.056716737,-0.139150894,0.023182655,-0.118335507,-0.210689868,-0.167769335,-0.264074461,0.038841039,-0.092958533,0.082835597,-0.113700201,-0.079481612,-0.022384502,-0.057821085,-0.125916529,-0.021333753,-0.084791283,-0.069288904,-0.051226829,1.076354908,0.301148708,-0.039555995,0.612317088,0.807201547,-0.045057618,0.942042528,-0.06614823,0.340159552,1.141293401,0.247808798,-0.080432088,-0.071537269,-0.028113763,-0.060830559,-0.010522253,0.49795607,0.541695193,-0.235481869,0.079769771,0.070315319,-0.070981797,-0.257837428,-0.081591216,-0.093807317,0.064960331,0.069789271,-0.033543159,-0.087234499,-0.045591749,-0.007453864,-0.052198212,0.411042465,0.025412972,-0.096641308,-0.029238045,0.058632706,0.079866031,-0.07501611,-0.151516506,0.171786416,-0.169850098,-0.047533673,0.176594414,-0.087295673,-0.120034053,-0.100590895,-0.11946519,-0.291875608,-0.031498839,-0.021070176,-0.158651837,-0.073351059
1994/02/21,-0.049038133,-0.057060297,-0.068142653,-0.032895008,-0.101160527,-0.06765659,-0.118032591,0.548964896,-0.116496188,0.002625593,-0.054867484,0.169679692,1.024714957,-0.090883332,-0.050011949,0.088008652,-0.099459666,-0.036474086,-0.063559337,-0.085990691,0.233316024,0.133538303,-0.065545772,-0.121454243,-0.058312546,-0.094159641,-0.102319243,-0.229564866,-0.166203762,0.057087966,-0.129768443,-0.040885649,0.030818587,0.235606245,-0.087502634,0.019131235,0.525782092,1.208073696,-0.093711412,-0.095928502,-0.210689868,-0.033755444,-0.123539869,-0.118389689,-0.062353979,0.834477963,-0.059339837,0.22575177,-0.050411931,-0.051291842,0.640508415,0.161715332,-0.048672011,-0.045822516,-0.056761837,-0.023765097,-0.05655216,-0.03595597,0.963803816,-0.075231395,-0.085718553,0.754354853,-0.123558409,0.318196538,0.076932379,0.132424423,-0.033204124,-0.069946455,-0.027583627,0.198911132,0.025357372,-0.041598144,0.403722264,-0.238036098,0.2771853,0.426794537,-0.070981797,-0.079095081,-0.071634614,-0.075227569,0.267017836,0.633086621,-0.055198709,-0.095569925,-0.035716264,0.853066917,0.059722232,1.343591982,-0.147508889,0.021018349,-0.112120924,0.970251381,0.138252412,0.042919445,-0.337865746,-0.159138067,-0.188668509,-0.04773931,0.892344653,0.103078259,-0.099977678,-0.100537033,-0.058323489,-0.199777007,-0.10069557,0.234575421,0.104751901,0.090847733
1994/03/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,1.158782366,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,-0.132459945,-0.06190118,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.123059896,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.01982391,-0.198186505,-0.27831091,-0.004939854,-0.085306426,-0.072286843,0.050353618,-0.225210697,-0.130138537,-0.160467164,-0.204335112,-0.246123384,-0.207041967,-0.182351771,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.355505897,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.292095226,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/03/21,-0.053567313,-0.05824784,-0.05896799,-0.152432218,0.031193279,-0.081676714,-0.053925264,0.27045904,-0.042091557,-0.031764425,-0.076409146,-0.028876637,-0.002743111,-0.054338059,-0.191100512,-0.092803778,-0.102743027,-0.045701666,-0.064680709,-0.08624063,-0.13141132,0.044182636,-0.056208853,-0.04630768,-0.035865644,0.274993292,0.14532079,-0.137560078,-0.139341985,-0.151432683,0.31074897,-0.008259066,-0.08308051,-0.136611687,0.757425923,-0.028029625,-0.094496162,-0.018866938,0.394328615,-0.138720218,0.38543272,-0.156584588,0.419233781,-0.005080368,-0.10695464,-0.159010951,0.072545547,0.090137325,-0.049504346,-0.035908273,-0.054121741,0.055235152,-0.089056721,0.024685226,0.343822717,-0.017532754,0.012706758,-0.039200174,-0.080399295,-0.069773136,0.303337412,0.286356209,-0.070902248,-0.171341234,-0.011599541,-0.109692035,-0.082192266,-0.070211904,-0.049789756,-0.146445214,-0.115658176,-0.160467164,0.068294562,-0.144472815,0.209570748,0.592562972,-0.06565227,-0.182011616,-0.088888901,-0.064786639,-0.112211725,0.267047889,0.179060076,-0.107109455,0.230871563,-0.146102302,-0.049107062,-0.087108407,-0.003121989,-0.202232689,-0.128422495,-0.019448065,-0.023192962,0.418112204,0.134336204,-0.14572266,-0.188668509,-0.047914783,0.337424067,-0.071856272,0.151353057,-0.100576319,-0.046927778,-0.065989076,-0.099482844,-0.012932348,-0.226658821,-0.028671191
1994/04/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,3.534248927,-0.137038215,0.616399668,-0.116496188,1.026017421,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,1.622653611,-0.219035474,-0.074941644,20.8516463,-0.06190118,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,3.33234755,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,12.78484066,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.049322525,-0.198186505,2.428079585,-0.21150647,-0.085306426,-0.072286843,0.519746011,-0.225210697,-0.130138537,-0.160467164,10.7316475,-0.246123384,-0.207041967,-0.035307813,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,5.346718761,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.210183283,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.052288881,-0.161492635,-0.188668509,-0.047999271,-0.224540743,1.850466016,-0.120921906,-0.100681083,-0.144248806,3.651704059,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/04/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.17547907,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.311887841,-0.219035474,0.015258734,-0.132459945,1.07928425,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.134332284,-0.183536782,-0.176966408,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.134646475,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.052070338,0.123319215,2.137753775,-0.128832147,-0.160467164,-0.102520853,-0.246123384,-0.207041967,-0.255873749,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,0.280290872,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.342733865,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.194173783,-0.120921906,-0.100681083,-0.144248806,-0.259057123,-0.151956182,-0.121293958,0.300937637,-0.171091077
1994/05/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,0.258427088,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.304377975,-0.219035474,-0.074941644,-0.132459945,1.574515663,-0.288250359,-0.176611253,-0.272537745,-0.166203762,0.033148755,-0.183536782,0.308192203,-0.088622261,-0.168077708,-0.139696072,0.148724191,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.125130793,-0.198186505,0.303708551,-0.21150647,-0.085306426,-0.072286843,0.399293933,-0.225210697,-0.130138537,-0.160467164,-0.102520853,-0.246123384,-0.207041967,-0.14193618,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,0.662494192,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.351911757,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.138309308,-0.120921906,-0.100681083,-0.144248806,-0.186682682,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/05/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.39243215,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,-0.132459945,0.110353225,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.176966408,-0.088622261,-0.07127135,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,0.035222913,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,0.306615856,-0.225210697,-0.130138537,-0.160467164,-0.209991459,-0.246123384,-0.207041967,-0.266622577,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.353452103,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.297730488,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/06/07,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.311074745,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,-0.132459945,0.024226022,-0.288250359,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.150013152,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,-0.27831091,-0.21150647,-0.085306426,-0.072286843,-0.085868445,-0.225210697,-0.130138537,-0.160467164,-0.209991459,-0.246123384,-0.207041967,-0.273071873,-0.070981797,3.560324909,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.355505897,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.305465161,-0.151956182,-0.121293958,-0.238289203,-0.171091077
1994/06/21,-0.054024469,-0.094913243,-0.068142653,-0.175859108,-0.11522706,-0.099767197,-0.137038215,-0.311074745,-0.116496188,-0.06226948,-0.076409146,-0.131144227,-0.142862423,-0.186399165,-0.204719826,-0.107419101,-0.107191453,-0.125253122,-0.064680709,-0.08624063,-0.312960679,-0.219035474,-0.074941644,-0.132459945,0.024226022,9.028104079,-0.176611253,-0.272537745,-0.166203762,-0.190159297,-0.183536782,-0.09610664,-0.088622261,-0.168077708,-0.139696072,-0.19814998,-0.400671753,-0.247677772,-0.1241152,-0.138720218,-0.210689868,-0.222847048,-0.282924878,-0.331051476,-0.115045306,-0.16632463,-0.145769598,-0.200900416,-0.052076453,-0.058334401,-0.306173263,-0.117447798,-0.094132357,-0.07889364,-0.068933689,-0.108252557,-0.106922282,-0.040060342,-0.102713986,-0.091115427,-0.12217926,-0.124927466,-0.137818369,-0.198186505,0.012698821,-0.108223162,-0.085306426,-0.072286843,-0.093223848,-0.225210697,-0.130138537,-0.160467164,-0.207163286,-0.246123384,-0.207041967,-0.264472811,-0.070981797,-0.343511689,-0.089972778,-0.095493748,-0.202268101,-0.504890309,-0.101912448,-0.111478542,-0.180776007,-0.192549632,-0.052437057,-0.215399346,-0.186887135,-0.275152965,-0.225693664,-0.091125796,-0.129401116,-0.230512847,-0.355505897,-0.161492635,-0.188668509,-0.047999271,-0.224540743,-0.227692469,-0.120921906,-0.100681083,-0.144248806,-0.303255254,-0.151956182,-0.121293958,-0.238289203,-0.171091077
